Lead ID,Business Name,Email,Website,Industry,Country,Status,Emails Sent,Last Email Date,Last Subject,Next Follow-up,Source,Notes
RR-20260906-180,Riverside Family Dentistry,info@riversidefamilydentistry.ca,www.riversidefamilydentistry.ca,Dental,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-181,McArthur Dental,info@mcarthurdental.ca,mcarthurdental.ca,Dental,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-182,Loyalty Law Group,info@loyaltylawgroup.ca,loyaltylawgroup.ca,Law,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-183,Axon Law,office@axonlaw.ca,axonlaw.ca,Law,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-184,Horizons and Co Law Firm,info@horizlaw.ae,www.horizlaw.ae,Law,UAE,New,0,,,,Legacy Lead Tracker,
RR-20260906-185,Nawal Al Zaabi Advocates,info@nawalalzaabi.ae,nawalalzaabi.ae,Law,UAE,New,0,,,,Legacy Lead Tracker,
RR-20260906-186,Muna Mubarak Legal Consultants,info@abukhaterlaw.ae,mlaw.ae,Law,UAE,New,0,,,,Legacy Lead Tracker,
RR-20260906-187,ABS Partners,info@abspartners.ae,abspartners.ae,Law,UAE,New,0,,,,Legacy Lead Tracker,
RR-20260906-188,Law House,helpdesk@lawhouse.ae,lawhouse.ae,Law,UAE,New,0,,,,Legacy Lead Tracker,
RR-20260906-189,Al Hefeiti Law,info@alhefeitilaw.ae,alhefeitilaw.ae,Law,UAE,New,0,,,,Legacy Lead Tracker,
RR-20260906-190,National Projects Construction,info@npc.ae,npc.ae,Construction,UAE,New,0,,,,Legacy Lead Tracker,
RR-20260906-191,Smith Debnam Law,mail@smithdebnamlaw.com,www.smithdebnamlaw.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-192,Becton Law Firm,closings@bectonlawfirm.com,www.bectonlawfirm.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-193,Turner Law Firm,info@turnerlawfirmpllc.com,www.turnerlawfirmpllc.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-194,Alston and Bird,prcomms@alston.com,www.alston.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-195,San Diego Smile Maker,receptionist@sandiegosmilemaker.com,www.sandiegosmilemaker.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-196,McKean Smith LLC,info@mckeansmithlaw.com,www.mckeansmithlaw.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-197,East Nashville Dentistry,office@eastnashvilledentistry.com,eastnashvilledentistry.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-198,Oasis Wellness Dentistry,careteam@oasiswellnessdentistry.com,www.oasiswellnessdentistry.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-199,West Nashville Smiles Dentistry,info@westnashvillesmilesdentistry.com,www.westnashvillesmilesdentistry.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-200,Miller Family Dentistry,miller@millerfamilydentistrytn.com,www.millerfamilydentistrytn.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-201,Tennessee Family Dental Care,info@tennesseefamilydentalcare.com,www.tennesseefamilydentalcare.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-202,Diaco Law,info@diacolaw.com,diacolaw.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-203,Wagner Law,support@wagnerlaw.com,www.wagnerlaw.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-204,L Pincus Law,info@lpincuslaw.com,lpincuslaw.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-205,Catania and Catania,info@cataniaandcatania.com,www.cataniaandcatania.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-206,Winters and Yonker,info@wintersandyonker.com,wintersandyonker.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-207,MattLaw,info@mattlaw.com,mattlaw.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-208,Florin Gray,info@floringray.com,www.floringray.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-209,Burnetti PA,info@burnetti.com,www.burnetti.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-210,Hale Law,info@halelaw.com,halelaw.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-211,Swope Rodante,info@swoperodante.com,www.swoperodante.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-212,Distinct HVAC,info@distincthvac.ca,www.distincthvac.ca,Home Services,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-213,Reliance Calgary,info@reliancecalgary.ca,reliancecalgary.ca,Home Services,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-214,Infinite Heating Calgary,info@infiniteheating.ca,www.infiniteheating.ca,Home Services,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-215,DR Heat and Air,info@drheatandair.ca,www.drheatandair.ca,Home Services,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-216,Alpha Plumbing Calgary,info@alpha-plumbing.ca,alpha-plumbing.ca,Home Services,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-217,Valkin HVAC,info@valkinhvac.ca,www.valkinhvac.ca,Home Services,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-218,Folks Hess Law Firm,schriever@folkshess.com,www.azdefaultlegalservices.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-219,Burch and Cracchiolo,info@bcattorneys.com,www.bcattorneys.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-220,Christian Dichter and Sluga,info@cdslawfirm.com,cdslawfirm.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-221,Wallin Hester PLC,info@wallinhester.com,wallinhester.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-222,Tiffany and Bosco,info@tblaw.com,www.tblaw.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-223,Parcs Dentistry,info@parcsdentistry.com,www.parcsdentistry.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-224,Dr Athari Dental,info@drathari.com,www.drathari.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-225,API Law,info@api.law,www.api.law,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-226,Leah Martin Law,info@leahmartinlaw.com,www.leahmartinlaw.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-227,Lin Law Group,info@linlawgroup.com,linlawgroup.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-228,Mumford Family Dental Centre,info@mumfordfamilydental.ca,www.mumfordfamilydental.ca,Dentistry,CA,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-229,Sante Dental Halifax,info@santedentalhalifax.ca,www.santedentalhalifax.ca,Dentistry,CA,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-230,EK Dental Group (East Kildonan Dental),reception@ekdentalgroup.com,ekdentalgroup.com,Dentistry,CA,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-231,Centre Dentaire Ville De Quebec,info@centredentairevilledequebec.ca,centredentairevilledequebec.ca,Dentistry,CA,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-232,Finan Home Service,info@finanhomeservice.com,finanhomeservice.com,Home Services / HVAC,UK,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-233,Lomax Law Firm,info@lomaxlawfirm.com,www.lomaxlawfirm.com,Legal - Personal Injury,UK,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-234,Kirwin Partners LLP,admin@kirwinpartners.com,kirwinpartners.com,Legal - Full Service,CA,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-235,Physio Avantex,info@physioavantex.com,www.physioavantex.com,Physiotherapy,CA,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-236,Copperstone Dental,info@copperstonedental.ca,www.copperstonedental.ca,Dentistry,CA,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-237,Scotia Physiotherapy & Wellness,abeaton@chphysio.ca,scotiaphysiotherapy.ca,Physiotherapy,CA,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-238,Choice Health Centre,bedford@choicehealthcentre.com,choicehealthcentre.com,Physiotherapy & Chiropra,CA,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-239,Al-Kirbi Law,info@alkirbilaw.com,www.alkirbilaw.com,Law,UAE,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-240,Dr Miski Dental Clinic,miski@hotmail.sk,drmiski.com,Dental,UAE,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-241,MAG Clinic Dubai Marina,reception@magclinic.ae,www.magclinic.ae,Physio,UAE,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-242,Prox Automotive Workshop,info@proxautos.com,proxautos.com,Auto Shop,UAE,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-243,Whitey Smile Medical Center,info@whiteysmilemedicalcenter.ae,whiteysmilemedicalcenter.ae,Dental,UAE,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-244,Al Ateibi Advocates,info@alateibi.ae,alateibi.ae,Law,UAE,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-245,Famous Garage RAK,info@famousgarage.ae,famousgaragerak.com,Auto Shop,UAE,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-246,Moon Beauty Salon Sharjah,info@moonbeautysalon.ae,moonbeautysalon.ae,Salon,UAE,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-247,City Building Contracting LLC,info@cbce.ae,cbce.ae,Construction,UAE,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-248,Everest Legal Consultancy,info@everestlegal.ae,everestlegal.ae,Law,UAE,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-249,Sahara Medical Centre Sharjah,info@saharamedicalcentre.ae,saharamedicalcentre.ae,Dental,UAE,Follow-up Due,0,,,,Legacy Lead Tracker,
RR-20260906-250,Zenith Law,khyati@zenithlawyer.ca,zenithlawyer.ca,Law,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-251,Costa Law Firm,info@costalawfirm.ca,costalawfirm.ca,Law,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-252,Filion Wakely Thorup Angeletti LLP,toronto@filionlaw.com,www.filion.on.ca,Law,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-253,Fraser Point Dental,info@fraserpointdental.com,fraserpointdental.com,Dental,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-254,Urban Dental Clinic,info@urbandentalclinic.com,www.urbandentalclinic.com,Dental,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-255,River District Dentistry,info@riverdistrictdentistry.com,riverdistrictdentistry.com,Dental,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-256,Smile Well Dental,info@smilewelldental.ca,www.smilewelldental.ca,Dental,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-257,Yaletown Dental,info@yaletown.dental,yaletown.dental,Dental,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-258,Rehab Solutions Physio Calgary,rehabsolutions@shaw.ca,www.rehabsolutionsphysio.com,Physio,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-259,MSKrehab,info@mskrehab.org,www.mskrehab.org,Physio,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-260,Prompt Physiotherapy Clinic,info@promptphysio.com,promptphysio.com,Physio,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-261,360 Physiotherapy & Training Inc,impallari@gmail.com,360-physio.ca,Physio,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-262,Alberta Physical Therapy Clinic,info@aptcinc.ca,aptcinc.ca,Physio,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-263,Max Physiotherapy,info@maxphysiotherapy.ca,maxphysiotherapy.ca,Physio,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-264,Vivo Cura,info@vivocura.ca,vivocura.ca,Physio,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-265,Anahid Construction,info@anahidconstruction.ca,anahidconstruction.ca,Home Services,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-266,Tabari Pro Art,info@tabariproart.ca,tabariproart.ca,Home Services,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-267,2x2 Construction,info@2x2construction.ca,2x2construction.ca,Home Services,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-268,Buildoreno,info@buildoreno.ca,buildoreno.ca,Home Services,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-269,Senso Design,info@sensodesign.ca,sensodesign.ca,Home Services,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-270,Toronto General Contractor,info@torontogeneralcontractor.ca,torontogeneralcontractor.ca,Home Services,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-271,Heracon,info@heracon.ca,heracon.ca,Home Services,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-272,Magic Landscape,info@magiclandscape.ca,magiclandscape.ca,Home Services,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-273,Miami New Realty,info@miaminewrealty.com,www.miaminewrealty.com,Real Estate,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-274,Miami Premier Realty,info@miamipremierrealty.com,www.miamipremierrealty.com,Real Estate,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-275,Miami Residence,info@miamiresidence.com,www.miamiresidence.com,Real Estate,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-276,Florida Realty of Miami,info@floridarealtyofmiami.com,www.floridarealtyofmiami.com,Real Estate,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-277,Metro 1,info@metro1.com,www.metro1.com,Real Estate,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-278,MiamiHal,hal@miamihal.com,www.miamihal.com,Real Estate,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-279,CFO Legal,info@cfolegal.com,cfolegal.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-280,Goldfarb and Fleece LLP,info@gflegal.com,www.gflegal.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-281,Seiden Law LLP,info@seidenlaw.com,seidenlaw.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-282,DL Partners NYC Law Firm,info@dlpartnerslaw.com,dlpartnerslaw.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-283,Beldock Levine and Hoffman LLP,info@blhny.com,www.blhny.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-284,Dorf Nelson and Zauderer LLP,info@dorflaw.com,www.dorflaw.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-285,Crowell and Moring LLP,info@crowell.com,www.crowell.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-286,Foster Garvey PC,info@foster.com,www.foster.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-287,1st Family Dental,info@1stfamilydental.com,1stfamilydental.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-288,Sonrisa Family Dental,info@sonrisafamilydental.com,sonrisafamilydental.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-289,Post Family Dental,info@postfamilydental.com,postfamilydental.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-290,Cornerstone Dental of Lincoln Square,info@lincolnsquarefamilydentist.com,www.lincolnsquarefamilydentist.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-291,All Family Dental and Braces,info@dentalandbraces.com,www.dentalandbraces.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-292,Associates for Dental Care,info@associatesfordentalcare.com,www.associatesfordentalcare.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-293,NS Family Dental,info@nsfamilydental.com,nsfamilydental.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-294,ABC Dental Chicago,info@abcdentalchicago.com,www.abcdentalchicago.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-295,United Dental Centers of Chicago,info@udcchicago.com,www.udcchicago.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-296,Renew Physical Therapy,info@ptrenew.com,ptrenew.com,Physio,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-297,Framework Physical Therapy,info@frameworkpt.com,www.frameworkpt.com,Physio,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-298,Spectrum Medical Group,info@spectrummedical.org,www.spectrummedical.org,Medical/Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-299,Bumble Bee Plumbing Electrical HVAC,info@bumblebeeplumbingaz.com,bumblebeeplumbingaz.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-300,Parker and Sons,info@parkerandsons.com,www.parkerandsons.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-301,Wethington Agency,info@wethingtonteam.com,wethingtonteam.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-302,Points West Agency,info@pointswestagency.com,www.pointswestagency.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-303,Amanda Rosander Real Estate,info@amandarosander.com,amandarosander.com,Real Estate,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-304,Texas Empire Properties,info@txempireproperties.com,www.txempireproperties.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-305,Monument Realty,info@monumentrealtytx.com,monumentrealtytx.com,Real Estate,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-306,Housed Real Estate and Relocation,info@housedrealestate.com,housedrealestate.com,Real Estate,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-307,Karola Realty,info@karolarealty.com,www.karolarealty.com,Real Estate,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-308,Hawkins Group Real Estate,info@hawkinsgrouprealestate.com,hawkinsgrouprealestate.com,Real Estate,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-309,Nussbaum Law,info@nussbaumlaw.ca,nussbaumlaw.ca,Law,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-310,SLC Lawyer,info@slclawyer.ca,slclawyer.ca,Law,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-311,Divorce Go,info@divorcego.ca,divorcego.ca,Home Services,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-312,SMP Law,info@smplaw.ca,www.smplaw.ca,Law,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-313,Goldstein Divorce and Family Law Group,info@amglaw.ca,www.amglaw.ca,Law,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-314,Simple Divorce,info@simpledivorce.ca,www.simpledivorce.ca,Home Services,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-315,Coral Gables Cosmetic Dentist,info@coralgablescosmeticdentist.com,www.coralgablescosmeticdentist.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-316,Flagler Dental Clinic,info@flaglerdentalclinic.com,www.flaglerdentalclinic.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-317,My Beautiful Smiles,info@mybeautifulsmiles.com,mybeautifulsmiles.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-318,Implant and Cosmetic Center,info@implantandcosmeticcenter.com,implantandcosmeticcenter.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-319,Fain Dental Arts,info@drsylvanfain.com,www.drsylvanfain.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-320,Elite Smiles Dental Center,info@elitesmilesdentalcenter.com,elitesmilesdentalcenter.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-321,Images Dental,info@imagesdental.com,imagesdental.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-322,Dentist Miami Springs,info@dentistmiamisprings.com,dentistmiamisprings.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-323,The Gibson Law Firm,info@jag-lawfirm.com,www.jag-lawfirm.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-324,DDH Lawyers,info@ddhlawyers.com,www.ddhlawyers.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-325,Law Offices of Gene S. Hagood,info@h-nlaw.com,www.h-nlaw.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-326,Smith and Hassler,info@smithandhassler.com,www.smithandhassler.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-327,Tracey Fox and Walters,info@traceylawfirm.com,www.traceylawfirm.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-328,Baumgartner Law Firm,info@baumgartnerlawyers.com,baumgartnerlawyers.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-329,Terry Bryant Accident and Injury Law,info@terrybryant.com,www.terrybryant.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-330,Robert Law Group,info@robertlawgroup.com,robertlawgroup.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-331,The Todd Law Group,info@jefftoddlaw.com,www.jefftoddlaw.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-332,Patrick Daniel Law,info@patrickdaniellaw.com,www.patrickdaniellaw.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-333,Discount Plumbing Rooter Inc,info@discountplumbingrooterinc.com,discountplumbingrooterinc.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-334,Express Plumbing San Mateo,info@expressplumbing.com,expressplumbing.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-335,AquaTek Plumbing,info@aquatek-plumbing.com,www.aquatek-plumbing.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-336,Flow Masters Plumbing,info@flowmastersplumbing.com,flowmastersplumbing.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-337,Bay Area Plumbing SF,info@bayareaplumbingsf.com,www.bayareaplumbingsf.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-338,Chosen Rooter,info@chosenrooter.com,chosenrooter.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-339,Advanced Plumbing SF,info@advancedplumbingsf.com,advancedplumbingsf.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-340,Mr Rooter San Francisco,info@mrrooter.com,www.mrrooter.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-341,Green Leaf Dental Seattle,info@greenleafdentalseattle.com,www.greenleafdentalseattle.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-342,3rd and Columbia Dental,info@3rdandcolumbiadental.com,3rdandcolumbiadental.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-343,Shoreline Dental Clinic,info@drericyao.com,www.drericyao.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-344,All Smiles Family Dentistry,info@asfamilydentistry.com,www.asfamilydentistry.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-345,Ballard Dental Arts,info@ballarddentalarts.com,ballarddentalarts.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-346,Icon Dental Center,info@icondentalcenter.com,icondentalcenter.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-347,Reflections Dental Centre,info@reflectionswestseattle.com,www.reflectionswestseattle.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-348,Apex Dental Clinic,info@apexmedicalclinics.com,www.apexmedicalclinics.com,Dental,UAE,New,0,,,,Legacy Lead Tracker,
RR-20260906-349,Al Marwan Construct,info@almarwangroup.com,almarwangroup.com,Construction,UAE,New,0,,,,Legacy Lead Tracker,
RR-20260906-350,Soluvie,info@soluvie.ca,soluvie.ca,Home Services,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-351,Intellequity IP,info@intellequityip.com,www.intellequityip.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-352,Wilson Elser Portland,info@wilsonelser.com,www.wilsonelser.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-353,Knight Plumbing,info@knightplumbing.ca,www.knightplumbing.ca,Home Services,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-354,Timberline Plumbing,info@timberlineplumbing.ca,timberlineplumbing.ca,Home Services,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-355,Ottawa Home Pro,info@ottawahomeservices.ca,www.ottawahomeservices.ca,Home Services,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-356,NYC Home Services,info@nychomeservices.com,www.nychomeservices.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-357,Phoenix Legal Group,info@phoenixlaw.com,www.phoenixlaw.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-358,Phoenix Home Pro,info@phoenixhomeservices.com,www.phoenixhomeservices.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-359,San Diego Legal Group,info@sandiegolaw.com,www.sandiegolaw.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-360,San Diego Home Pro,info@sandiegohomeservices.com,www.sandiegohomeservices.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-361,Boston Home Pro,info@bostonhomeservices.com,www.bostonhomeservices.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-362,Denver Home Pro,info@denverhomeservices.com,www.denverhomeservices.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-363,Austin Home Pro,info@austinhomeservices.com,www.austinhomeservices.com,Home Services,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-364,Nashville Legal Partners,info@nashvillelaw.com,www.nashvillelaw.com,Law,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-365,Tampa Smile Center,info@tampadental.com,www.tampadental.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-366,Charlotte Smile Center,info@charlottedental.com,www.charlottedental.com,Dental,US,New,0,,,,Legacy Lead Tracker,
RR-20260906-367,Dubai Home Masters,info@dubaihomeservices.ae,www.dubaihomeservices.ae,Home Services,UAE,New,0,,,,Legacy Lead Tracker,
RR-20260906-368,Dubai Realty Group,info@dubairealty.ae,www.dubairealty.ae,Real Estate,UAE,New,0,,,,Legacy Lead Tracker,
RR-20260906-369,Abu Dhabi Dental Center,info@abudhabidental.ae,www.abudhabidental.ae,Dental,UAE,New,0,,,,Legacy Lead Tracker,
RR-20260906-370,Abu Dhabi Home Pro,info@abudhabihomeservices.ae,www.abudhabihomeservices.ae,Home Services,UAE,New,0,,,,Legacy Lead Tracker,
RR-20260906-371,Ace Plumbing Calgary,info@ace-plumbing.ca,www.ace-plumbing.ca,Home Services,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-372,The Wooly Pub,kat.woolypub@gmail.com,thewoolypub.ca,Restaurant - Gastropub,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-373,True Service Plumbing,info@trueserviceplumbing.ca,trueserviceplumbing.ca,Plumber,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-374,Premier Plumbing,office@premierplumbing.ca,premierplumbing.ca,Plumber,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-375,John The Plumber,plumbingjobs@johntheplumber.ca,www.johntheplumber.ca,Plumber,CA,New,0,,,,Legacy Lead Tracker,
